id,scrape_date,property_type,transaction_type,price,status,active,view_count,bookmark_count
21640759,2026-06-21,house,for-rent,1100,new,True,2310,34
21640579,2026-06-21,house,for-rent,1100,under_option,True,1565,43
21638531,2026-06-21,house,for-rent,1250,new,True,1332,36
21638517,2026-06-21,house,for-rent,1450,new,True,1329,30
21638265,2026-06-21,house,for-rent,1350,new,True,817,23
21637642,2026-06-21,house,for-rent,1395,new,True,676,14
21637417,2026-06-21,house,for-rent,1475,new,True,1207,38
21637130,2026-06-21,house,for-rent,980,new,True,1287,50
21637127,2026-06-21,house,for-rent,1350,new,True,509,9
21636866,2026-06-21,house,for-rent,1400,new,True,944,32
21636239,2026-06-21,house,for-rent,1250,new,True,621,8
21635977,2026-06-21,house,for-rent,1475,new,True,601,17
21635596,2026-06-21,house,for-rent,1700,new,True,856,15
21634977,2026-06-21,house,for-rent,860,new,True,2691,77
21631532,2026-06-21,house,for-rent,1200,new,True,1313,21
21604122,2026-06-21,house,for-rent,570,new,True,2661,76
21629752,2026-06-21,house,for-rent,2150,new,True,295,8
21628042,2026-06-21,house,for-rent,1550,new,True,901,13
21627699,2026-06-21,house,for-rent,4500,new,True,445,3
21625643,2026-06-21,house,for-rent,1500,new,True,3890,109
21448770,2026-06-21,house,for-rent,1350,,True,881,13
21624626,2026-06-21,house,for-rent,940,new,True,1287,7
21624596,2026-06-21,house,for-rent,1500,new,True,4039,45
21605569,2026-06-21,house,for-rent,1550,new,True,1626,23
21623598,2026-06-21,house,for-rent,1239,new,True,922,22
21623255,2026-06-21,house,for-rent,1690,new,True,1612,35
21623032,2026-06-21,house,for-rent,1575,new,True,584,10
21622874,2026-06-21,house,for-rent,1300,new,True,364,12
21622141,2026-06-21,house,for-rent,2200,new,True,382,2
21622006,2026-06-21,house,for-rent,2650,new,True,514,5
21620094,2026-06-21,house,for-rent,1435,new,True,1119,27
21619563,2026-06-21,house,for-rent,1600,new,True,259,1
21609584,2026-06-21,house,for-rent,970,new,True,3375,92
21608177,2026-06-21,house,for-rent,1350,new,True,2000,48
21607404,2026-06-21,house,for-rent,950,new,True,2054,72
21606027,2026-06-21,house,for-rent,1050,new,True,663,15
21605335,2026-06-21,house,for-rent,1470,new,True,1405,19
21604376,2026-06-21,house,for-rent,1445,new,True,1176,28
21602701,2026-06-21,house,for-rent,2300,new,True,819,7
21602585,2026-06-21,house,for-rent,1150,under_option,True,2720,65
21598406,2026-06-21,house,for-rent,2050,,True,561,15
21597352,2026-06-21,house,for-rent,900,,True,4060,146
21596921,2026-06-21,house,for-rent,825,,True,1570,50
21596896,2026-06-21,house,for-rent,1200,under_option,True,991,8
21593704,2026-06-21,house,for-rent,1595,,True,2023,41
21591198,2026-06-21,house,for-rent,2360,,True,557,2
21590451,2026-06-21,house,for-rent,815,,True,4013,127
21590448,2026-06-21,house,for-rent,975,,True,5884,191
21590234,2026-06-21,house,for-rent,800,,True,2729,93
21589001,2026-06-21,house,for-rent,1050,,True,3101,67
21578580,2026-06-21,house,for-rent,1050,,True,2332,47
21586773,2026-06-21,house,for-rent,900,,True,822,21
21585776,2026-06-21,house,for-rent,1575,,True,1056,19
21582127,2026-06-21,house,for-rent,2000,,True,786,12
21581285,2026-06-21,house,for-rent,1700,,True,2016,48
21579317,2026-06-21,house,for-rent,1250,,True,2814,85
21579213,2026-06-21,house,for-rent,970,,True,3996,69
21563446,2026-06-21,house,for-rent,1150,,True,2043,63
21556832,2026-06-21,house,for-rent,2900,,True,1000,11
21659736,2026-06-21,apartment,for-sale,275000,new,True,0,0
21659650,2026-06-21,apartment,for-sale,265000,new,True,10,0
21659540,2026-06-21,apartment,for-sale,180000,new,True,3,0
21659468,2026-06-21,apartment,for-sale,315000,new,True,63,0
21659465,2026-06-21,apartment,for-sale,396900,new,True,33,0
21367620,2026-06-21,apartment,for-sale,780500,,True,366,2
21442258,2026-06-21,apartment,for-sale,1380000,,True,738,5
21630534,2026-06-21,apartment,for-sale,319000,under_option,True,70,0
21630483,2026-06-21,apartment,for-sale,489000,new,True,72,0
21630257,2026-06-21,apartment,for-sale,260000,new,True,342,5
21629966,2026-06-21,apartment_group,for-sale,,new,True,108,1
21629963,2026-06-21,apartment,for-sale,499000,new,True,77,0
21629960,2026-06-21,apartment,for-sale,497500,new,True,96,0
21629851,2026-06-21,apartment,for-sale,310000,new,True,395,16
21629843,2026-06-21,apartment,for-sale,364000,new,True,328,6
21629841,2026-06-21,apartment,for-sale,980000,under_option,True,411,6
21629775,2026-06-21,apartment,for-sale,270000,new,True,548,9
21629677,2026-06-21,apartment,for-sale,295000,new,True,594,7
21629612,2026-06-21,apartment,for-sale,365000,new,True,295,4
21629286,2026-06-21,apartment,for-sale,235000,new,True,511,9
21629179,2026-06-21,apartment,for-sale,525000,new,True,633,15
21628774,2026-06-21,apartment,for-sale,263000,new,True,378,5
21628749,2026-06-21,apartment,for-sale,358500,new,True,100,0
21628747,2026-06-21,apartment_group,for-sale,,new,True,134,0
21628447,2026-06-21,apartment,for-sale,359000,new,True,1118,29
21628203,2026-06-21,apartment,for-sale,575000,new,True,432,5
21628112,2026-06-21,apartment,for-sale,194750,new,True,95,0
21628110,2026-06-21,apartment,for-sale,190000,new,True,40,1
21628109,2026-06-21,apartment,for-sale,199500,new,True,76,0
21628108,2026-06-21,apartment,for-sale,152000,new,True,133,1
21628048,2026-06-21,apartment,for-sale,815000,new,True,200,2
21627471,2026-06-21,apartment,for-sale,665000,new,True,223,0
21627101,2026-06-21,apartment,for-sale,249000,new,True,366,4
21627002,2026-06-21,apartment,for-sale,1175000,new,True,339,5
21626522,2026-06-21,apartment,for-sale,345000,new,True,569,10
21626486,2026-06-21,apartment,for-sale,985000,new,True,582,5
21626439,2026-06-21,apartment,for-sale,1395000,new,True,470,7
21626310,2026-06-21,apartment,for-sale,239000,new,True,611,12
21625913,2026-06-21,apartment,for-sale,495000,new,True,371,9
21625853,2026-06-21,apartment,for-sale,565000,new,True,476,3
21625397,2026-06-21,apartment,for-sale,459000,new,True,560,12
21624905,2026-06-21,apartment,for-sale,194750,new,True,127,0
21624903,2026-06-21,apartment,for-sale,1995000,new,True,318,0
21624886,2026-06-21,apartment_group,for-sale,,new,True,134,2
21624390,2026-06-21,apartment,for-sale,949000,new,True,338,7
21624354,2026-06-21,apartment,for-sale,439000,new,True,2556,50
21624155,2026-06-21,apartment,for-sale,185250,new,True,142,1
21624137,2026-06-21,apartment,for-sale,190000,new,True,57,0
21624136,2026-06-21,apartment,for-sale,194750,new,True,122,0
21624135,2026-06-21,apartment,for-sale,494000,new,True,45,0
21624154,2026-06-21,apartment,for-sale,461000,new,True,39,1
21624134,2026-06-21,apartment,for-sale,452000,new,True,37,1
21624132,2026-06-21,apartment,for-sale,509000,new,True,85,0
21624133,2026-06-21,apartment,for-sale,310000,new,True,147,4
21624130,2026-06-21,apartment,for-sale,528000,new,True,20,0
21624129,2026-06-21,apartment,for-sale,445000,new,True,50,0
21624128,2026-06-21,apartment,for-sale,190000,new,True,76,0
21623930,2026-06-21,apartment,for-sale,528200,new,True,44,0
21623927,2026-06-21,apartment,for-sale,574100,new,True,36,0
21623743,2026-06-21,apartment,for-sale,195000,new,True,337,10
21623430,2026-06-21,apartment,for-sale,945000,new,True,632,11
21623012,2026-06-21,apartment,for-sale,209000,new,True,98,0
21623025,2026-06-21,apartment,for-sale,218500,new,True,54,0
21623011,2026-06-21,apartment,for-sale,209000,new,True,68,1
21623010,2026-06-21,apartment,for-sale,209000,new,True,49,1
21623023,2026-06-21,apartment,for-sale,209000,new,True,42,0
21622984,2026-06-21,apartment,for-sale,799000,new,True,445,8
21622938,2026-06-21,apartment,for-sale,379000,new,True,1244,18
21622271,2026-06-21,apartment,for-sale,329000,new,True,530,8
21622158,2026-06-21,apartment,for-sale,215000,new,True,569,12
21621892,2026-06-21,apartment,for-sale,485000,new,True,627,8
21621773,2026-06-21,apartment,for-sale,360000,new,True,1174,6
21621647,2026-06-21,apartment,for-sale,209000,new,True,545,21
21621601,2026-06-21,apartment_group,for-sale,,new,True,133,2
21621577,2026-06-21,apartment,for-sale,895000,new,True,85,1
21621571,2026-06-21,apartment,for-sale,1750000,new,True,109,0
21621307,2026-06-21,apartment,for-sale,499000,new,True,209,0
21621247,2026-06-21,apartment,for-sale,349000,new,True,544,9
21621209,2026-06-21,apartment,for-sale,435000,new,True,545,8
21621127,2026-06-21,apartment,for-sale,449000,new,True,624,12
21659717,2026-06-21,apartment,for-rent,875,new,True,0,0
21659695,2026-06-21,apartment,for-rent,990,new,True,21,1
21595014,2026-06-21,apartment,for-rent,1200,,True,436,18
21659648,2026-06-21,apartment,for-rent,875,new,True,58,3
21659644,2026-06-21,apartment,for-rent,1200,new,True,7,0
21659579,2026-06-21,apartment,for-rent,750,new,True,28,0
21659473,2026-06-21,apartment,for-rent,1570,new,True,119,6
21659411,2026-06-21,apartment,for-rent,790,new,True,179,5
21659405,2026-06-21,apartment,for-rent,800,new,True,204,4
21555335,2026-06-21,apartment,for-rent,1320,,True,1728,37
21622864,2026-06-21,apartment,for-rent,1450,new,True,391,2
21622628,2026-06-21,apartment,for-rent,990,new,True,1440,44
21622358,2026-06-21,apartment,for-rent,1500,new,True,1009,21
21621941,2026-06-21,apartment,for-rent,1380,new,True,155,0
21621770,2026-06-21,apartment,for-rent,735,new,True,164,5
21621706,2026-06-21,apartment,for-rent,525,new,True,539,13
21621556,2026-06-21,apartment,for-rent,1050,new,True,2107,93
21621305,2026-06-21,apartment,for-rent,1110,new,True,449,13
21621176,2026-06-21,apartment,for-rent,555,new,True,1689,26
21621107,2026-06-21,apartment,for-rent,900,new,True,799,19
21620809,2026-06-21,apartment,for-rent,900,new,True,583,15
21620732,2026-06-21,apartment,for-rent,795,new,True,1616,108
21620493,2026-06-21,apartment,for-rent,1235,new,True,782,22
21620093,2026-06-21,apartment,for-rent,1435,new,True,521,12
21620083,2026-06-21,apartment,for-rent,860,new,True,2296,69
21620082,2026-06-21,apartment,for-rent,1200,under_option,True,1020,18
21619832,2026-06-21,apartment,for-rent,1680,new,True,300,3
21619671,2026-06-21,apartment,for-rent,995,new,True,835,28
21619660,2026-06-21,apartment,for-rent,1650,new,True,228,4
21619659,2026-06-21,apartment,for-rent,1650,new,True,261,9
21619483,2026-06-21,apartment,for-rent,1150,new,True,1035,37
21600963,2026-06-21,apartment,for-rent,990,,True,1613,40
21619405,2026-06-21,apartment,for-rent,875,new,True,1104,27
21619152,2026-06-21,apartment,for-rent,1250,new,True,353,1
21618252,2026-06-21,apartment,for-rent,1225,new,True,1185,31
21617673,2026-06-21,apartment,for-rent,650,new,True,831,16
21617636,2026-06-21,apartment,for-rent,895,new,True,1214,31
21617158,2026-06-21,apartment,for-rent,950,new,True,1882,70
21617023,2026-06-21,apartment,for-rent,950,new,True,815,23
21617010,2026-06-21,apartment,for-rent,950,new,True,1122,21
21616998,2026-06-21,apartment,for-rent,530,new,True,1465,44
21616230,2026-06-21,apartment,for-rent,1300,new,True,668,17
21616202,2026-06-21,apartment,for-rent,1400,new,True,615,13
21615990,2026-06-21,apartment,for-rent,950,under_option,True,3620,158
21615878,2026-06-21,apartment,for-rent,412,new,True,1813,30
21615856,2026-06-21,apartment,for-rent,875,under_option,True,1023,43
21615792,2026-06-21,apartment,for-rent,1800,new,True,330,5
21615381,2026-06-21,apartment,for-rent,1300,new,True,399,6
21615358,2026-06-21,apartment,for-rent,1300,new,True,241,6
21613843,2026-06-21,apartment,for-rent,1200,new,True,1166,21
21612532,2026-06-21,apartment,for-rent,795,new,True,893,50
21612000,2026-06-21,apartment,for-rent,1649,new,True,223,5
21470436,2026-06-21,apartment,for-rent,1050,,True,837,15
21611340,2026-06-21,apartment,for-rent,1000,new,True,2346,60
21611271,2026-06-21,apartment,for-rent,1375,new,True,872,31
21610961,2026-06-21,apartment,for-rent,1300,new,True,914,33
21609922,2026-06-21,apartment,for-rent,1175,new,True,971,33
21609829,2026-06-21,apartment,for-rent,895,new,True,325,6
21609563,2026-06-21,apartment,for-rent,865,new,True,1246,55
21608011,2026-06-21,apartment,for-rent,890,new,True,4006,185
21607762,2026-06-21,apartment,for-rent,1500,new,True,944,35
21605916,2026-06-21,apartment,for-rent,875,new,True,1591,98
21605698,2026-06-21,apartment,for-rent,573,new,True,1915,74
21605426,2026-06-21,apartment,for-rent,1250,new,True,944,45
21605159,2026-06-21,apartment,for-rent,1500,new,True,205,5
21604330,2026-06-21,apartment,for-rent,890,new,True,1843,53
21604127,2026-06-21,apartment,for-rent,1050,new,True,1143,35
21602122,2026-06-21,apartment,for-rent,1400,under_option,True,589,16
21602044,2026-06-21,apartment,for-rent,1150,new,True,1028,23
21601831,2026-06-21,apartment,for-rent,1100,new,True,1889,71
21560065,2026-06-21,apartment,for-rent,1250,,True,1335,23
21600929,2026-06-21,apartment,for-rent,920,,True,703,30
21599603,2026-06-21,apartment,for-rent,1625,,True,892,21
21599115,2026-06-21,apartment,for-rent,1540,,True,392,8
21598405,2026-06-21,apartment,for-rent,1400,under_option,True,663,13
11444557,2026-06-21,apartment,for-rent,950,under_option,True,3957,129
21438077,2026-06-21,apartment,for-rent,600,,True,2266,31
21597856,2026-06-21,apartment,for-rent,1075,,True,1123,19
21596583,2026-06-21,apartment,for-rent,850,,True,4316,158
21596271,2026-06-21,apartment,for-rent,1160,,True,1371,28
21596138,2026-06-21,apartment,for-rent,1010,under_option,True,1085,39
21596057,2026-06-21,apartment,for-rent,1390,under_option,True,692,22
21595651,2026-06-21,apartment,for-rent,1995,,True,494,5
21594928,2026-06-21,apartment,for-rent,1150,,True,326,4
21594302,2026-06-21,apartment,for-rent,620,,True,2373,113
21662075,2026-06-22,house,for-sale,360000,new,True,0,0
21661721,2026-06-22,house,for-sale,599000,new,True,0,0
21661655,2026-06-22,house,for-sale,435000,new,True,126,3
21661624,2026-06-22,house,for-sale,162500,new,True,8,0
21661536,2026-06-22,house,for-sale,895000,new,True,162,4
21661528,2026-06-22,house,for-sale,395000,new,True,68,2
21661518,2026-06-22,house,for-sale,,new,True,0,0
21661453,2026-06-22,house,for-sale,395000,new,True,0,0
21661449,2026-06-22,house_group,for-sale,,new,True,0,0
21661418,2026-06-22,house,for-sale,259000,under_option,True,205,14
21660828,2026-06-22,house_group,for-sale,,new,True,2,0
21660766,2026-06-22,house,for-sale,595000,new,True,0,0
21660763,2026-06-22,house,for-sale,605000,new,True,0,0
21660545,2026-06-22,house,for-sale,579000,new,True,0,0
21660528,2026-06-22,house,for-sale,310900,new,True,0,0
21660471,2026-06-22,house,for-sale,895000,new,True,49,1
21660309,2026-06-22,house,for-sale,485000,new,True,0,0
21660259,2026-06-22,house,for-sale,449000,new,True,0,0
21660073,2026-06-22,house,for-sale,675000,new,True,27,0
21660016,2026-06-22,house,for-sale,585000,new,True,501,16
21659948,2026-06-22,house,for-sale,419000,new,True,291,1
21571587,2026-06-22,house,for-sale,569000,,True,1289,9
21621100,2026-06-22,house,for-sale,280000,new,True,334,5
21620882,2026-06-22,house,for-sale,1100000,new,True,324,4
21620814,2026-06-22,house,for-sale,785000,new,True,1645,18
21620455,2026-06-22,house,for-sale,1240000,new,True,1867,33
21620186,2026-06-22,house,for-sale,439000,new,True,940,8
21620145,2026-06-22,house,for-sale,595000,new,True,997,20
21620059,2026-06-22,house,for-sale,495000,new,True,5513,97
21620040,2026-06-22,house_group,for-sale,,new,True,153,1
21620015,2026-06-22,house,for-sale,375000,new,True,2605,40
21619968,2026-06-22,house,for-sale,429000,new,True,1449,14
21619619,2026-06-22,house,for-sale,295000,new,True,748,23
21619554,2026-06-22,house,for-sale,399000,new,True,1586,9
21619386,2026-06-22,house,for-sale,445000,new,True,2334,26
21618502,2026-06-22,house,for-sale,650000,new,True,1456,8
21618306,2026-06-22,house,for-sale,121000,new,True,2074,57
21618288,2026-06-22,house,for-sale,1100000,new,True,2217,29
21618185,2026-06-22,house,for-sale,349000,new,True,1304,38
21618081,2026-06-22,house,for-sale,775000,new,True,3815,80
21618070,2026-06-22,house,for-sale,479490,new,True,47,0
21618051,2026-06-22,house,for-sale,439490,new,True,39,0
21618043,2026-06-22,house,for-sale,479490,new,True,50,0
21618030,2026-06-22,house,for-sale,489620,new,True,41,0
21618011,2026-06-22,house,for-sale,549420,new,True,36,0
21618000,2026-06-22,house,for-sale,549420,new,True,44,0
21617796,2026-06-22,house,for-sale,298000,new,True,1344,24
21616759,2026-06-22,house,for-sale,299000,new,True,915,10
21616395,2026-06-22,house,for-sale,380000,new,True,548,5
21616037,2026-06-22,house,for-sale,315000,new,True,409,0
21616029,2026-06-22,house,for-sale,315000,new,True,309,3
21615955,2026-06-22,house,for-sale,699000,new,True,971,5
21615650,2026-06-22,house,for-sale,395000,new,True,1747,18
21615595,2026-06-22,house,for-sale,399000,new,True,1110,17
21615520,2026-06-22,house,for-sale,495000,under_option,True,5344,147
21615419,2026-06-22,house,for-sale,315000,new,True,211,1
21615414,2026-06-22,house,for-sale,395000,under_option,True,2906,44
21615038,2026-06-22,house,for-sale,358000,new,True,992,6
21614227,2026-06-22,house,for-sale,449000,new,True,1991,41
21614223,2026-06-22,house,for-sale,374900,new,True,2337,31
21613865,2026-06-22,house,for-sale,389000,new,True,2132,79
21613863,2026-06-22,house,for-sale,374000,new,True,1313,23
21613738,2026-06-22,house,for-sale,325000,new,True,1264,22
21613714,2026-06-22,house,for-sale,1545000,new,True,2713,27
21613646,2026-06-22,house,for-sale,399000,under_option,True,5767,106
21613518,2026-06-22,house,for-sale,425000,under_option,True,1135,7
